Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,RbtID,GripperStat,DO1,DO2,DO3,DO4,X,Y,Z,Q_X,Q_Y,Q_Z,Q_W
100.9601,-80.56217,81.42347,89.13869,89.99997,-126.8599,0,0,0,0,0,0,1.3, 4.1, 3.5,0.0, -1.0, 0.0, 0.0,
