Timestamp,Jnt_1,Jnt_2,Jnt_3,Jnt_4,Jnt_5,Jnt_6,Robot_ID,Gripper_status,DO1,DO2,DO3,DO4,Bypass_active?,Chng_Rbots,X,Y,Z,Q_X,Q_Y,Q_Z,Q_W,Mouse_pos_X,Mouse_pos_Y,Screen_mode,Button_being_used
51300144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1220.292,-62.04082,portrait,No action.
51301144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1123.265,591.0204,portrait,
51301144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1250.146,874.6356,portrait,
51301144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1369.563,725.3644,portrait,
51301144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1459.125,691.7784,portrait,
51302144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1526.297,699.242,portrait,
51302144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1287.464,699.242,portrait,
51302144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,768.7463,702.9738,portrait,
51302144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1414.344,691.7784,portrait,
51303144.0703,-97.62945,99.05328,-1.423834,54.07038,-90,0,0,0,1,1,1,0,0,1.1, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1522.566,680.5831,portrait,Z_axis
51303-158.2811,-88.24717,90.19176,-1.944583,111.719,-90,0,0,0,1,1,1,0,0,-2.5, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1186.706,658.1924,portrait,Z_axis
51303-137.546,-67.40279,64.60902,2.793772,132.4541,-90,0,0,0,1,1,1,0,0,-4.5, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,-1653.178,766.414,portrait,Z_axis
51304-137.546,-67.40279,64.60902,2.793772,132.4541,-90,0,0,0,1,1,1,0,0,-4.5, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,-1787.522,766.414,portrait,Z_axis
51304-137.546,-67.40279,64.60902,2.793772,132.4541,-90,0,0,0,1,1,1,0,0,-4.5, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,298.5422,669.3878,portrait,Z_axis
51304170.6548,-99.44436,100.5762,-1.131859,80.65477,-90,0,0,0,1,1,1,0,0,-0.5, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,1369.563,594.7522,portrait,Z_axis
51304-130.6241,-52.65117,41.83123,10.81993,139.376,-90,0,0,0,1,1,1,0,0,-5.5, 4.0, 4.1,0.0, -0.7, 0.0, 0.7,320.9329,654.4606,portrait,Z_axis
