Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,RbtID,GripperStat,DO1,DO2,DO3,DO4,Bypass,Chng_Rbots,X,Y,Z,Q_X,Q_Y,Q_Z,Q_W
$11.49586,-100.8742,103.5376,87.33654,89.99999,143.6758,0,1,0,0,0,0,0,0#,2.4, 4.0, -0.4,0.0, 1.0, 0.0, 0.0,
