Frame Number, Timestamp
55914354, 22412953.511070
55914355, 22412953.554115
55914356, 22412953.581300
55914357, 22412953.597914
55914358, 22412953.613017
55914359, 22412953.628498
55914360, 22412953.643224
55914361, 22412953.724404
55914362, 22412953.753100
55914363, 22412953.772734
55914364, 22412956.998788
55914365, 22412965.397704
55914366, 22412973.248750
55914367, 22412981.706568
55914368, 22412990.226688
55914369, 22412998.242359
55914370, 22413006.680544
55914371, 22413015.228604
55914372, 22413023.465915
55914373, 22413031.614495
55914374, 22413040.236939
55914375, 22413048.245436
55914376, 22413056.558264
55914377, 22413065.287941
55914378, 22413073.462196
55914379, 22413081.646269
55914380, 22413089.824677
55914381, 22413098.261729
55914382, 22413106.676881
55914383, 22413115.809060
55914384, 22413123.307067
55914385, 22413132.100178
55914386, 22413140.171353
55914387, 22413148.506081
55914388, 22413156.608218
55914389, 22413165.355264
55914390, 22413174.131761
55914391, 22413181.512718
55914392, 22413189.755316
55914393, 22413198.241453
55914394, 22413206.551637
55914395, 22413214.999639
55914396, 22413223.455947
55914397, 22413232.069329
55914398, 22413240.057060
55914399, 22413248.358937
55914400, 22413256.679316
55914401, 22413265.053312
55914402, 22413273.485455
55914403, 22413281.678212
55914404, 22413290.184361
55914405, 22413298.543254
55914406, 22413306.744695
55914407, 22413315.236873
55914408, 22413323.419813
55914409, 22413332.543307
55914410, 22413340.524996
55914411, 22413348.575027
55914412, 22413357.252976
55914413, 22413365.650004
55914414, 22413373.288849
55914415, 22413382.059682
55914416, 22413389.959814
55914417, 22413398.416877
55914418, 22413406.630401
55914419, 22413415.589647
55914420, 22413423.351584
55914421, 22413431.679137
55914422, 22413440.049734
55914423, 22413448.523412
55914424, 22413456.476404
55914425, 22413465.579509
55914426, 22413473.404124
55914427, 22413482.956173
55914428, 22413489.679762
55914429, 22413498.625793
55914430, 22413507.143647
55914431, 22413515.055861
55914432, 22413523.250505
55914433, 22413531.553138
55914434, 22413539.909010
55914435, 22413548.517861
55914436, 22413556.789532
55914437, 22413565.467858
55914438, 22413573.275860
55914439, 22413581.567543
55914440, 22413589.918506
55914441, 22413598.540950
55914442, 22413606.643843
55914443, 22413615.496611
55914444, 22413623.457156
55914445, 22413631.491328
55914446, 22413640.675991
55914447, 22413648.955591
55914448, 22413657.475333
55914449, 22413665.196868
55914450, 22413673.590876
55914451, 22413681.440411
55914452, 22413690.415894
55914453, 22413698.442137
55914454, 22413706.771578
55914455, 22413715.305668
55914456, 22413723.579605
55914457, 22413731.810498
55914458, 22413740.325709
55914459, 22413748.261333
55914460, 22413756.684791
55914461, 22413764.950799
55914462, 22413774.890624
55914463, 22413781.493764
55914464, 22413790.364279
55914465, 22413798.336150
55914466, 22413806.960860
55914467, 22413815.658443
55914468, 22413823.571034
55914469, 22413831.670151
55914470, 22413840.246907
55914471, 22413848.551051
55914472, 22413857.227111
55914473, 22413865.311125
55914474, 22413874.552424
55914475, 22413882.060249
55914476, 22413891.283047
55914477, 22413898.508818
55914478, 22413906.733292
55914479, 22413915.007228
55914480, 22413924.019336
55914481, 22413931.860565
55914482, 22413940.640460
55914483, 22413948.423164
55914484, 22413956.709183
55914485, 22413964.874376
55914486, 22413975.210661
55914487, 22413981.624633
55914488, 22413990.089248
55914489, 22413998.179303
55914490, 22414007.380957
55914491, 22414015.233513
55914492, 22414023.370765
55914493, 22414032.437245
55914494, 22414040.212774
55914495, 22414048.191065
55914496, 22414056.702877
55914497, 22414065.570749
55914498, 22414073.318715
55914499, 22414081.813537
55914500, 22414090.343851
55914501, 22414098.521505
55914502, 22414106.768633
55914503, 22414115.297060
55914504, 22414123.245521
55914505, 22414131.747895
55914506, 22414140.197406
55914507, 22414148.532889
55914508, 22414157.215368
55914509, 22414166.213128
55914510, 22414173.286734
55914511, 22414182.461202
55914512, 22414190.379835
55914513, 22414198.679825
55914514, 22414206.661513
55914515, 22414215.673244
55914516, 22414223.340785
55914517, 22414231.829565
55914518, 22414240.390464
55914519, 22414248.434453
55914520, 22414257.178479
55914521, 22414266.147165
55914522, 22414273.394081
55914523, 22414281.733339
55914524, 22414290.127346
55914525, 22414298.345779
55914526, 22414306.829273
55914527, 22414315.673735
55914528, 22414323.421323
55914529, 22414332.290705
55914530, 22414340.539722
55914531, 22414348.357540
55914532, 22414356.704728
55914533, 22414365.407219
55914534, 22414373.363987
55914535, 22414382.178998
55914536, 22414390.130103
55914537, 22414398.279060
55914538, 22414406.571498
55914539, 22414415.282296
55914540, 22414423.508280
55914541, 22414431.547739
55914542, 22414440.013487
55914543, 22414448.537760
55914544, 22414457.397325
55914545, 22414465.310671
55914546, 22414473.513245
55914547, 22414482.068857
55914548, 22414490.107183
55914549, 22414498.345250
55914550, 22414506.571611
55914551, 22414515.730598
55914552, 22414523.339615
55914553, 22414531.577303
55914554, 22414540.372680
55914555, 22414548.591867
55914556, 22414556.816718
55914557, 22414565.280956
55914558, 22414573.290208
55914559, 22414581.809572
55914560, 22414590.419556
55914561, 22414598.309493
55914562, 22414606.920987
55914563, 22414615.349355
55914564, 22414623.423551
55914565, 22414631.547210
55914566, 22414640.278398
55914567, 22414648.312948
55914568, 22414657.069056
55914569, 22414665.322225
55914570, 22414673.457967
55914571, 22414682.188400
55914572, 22414690.348684
55914573, 22414698.336792
55914574, 22414706.549938
55914575, 22414715.468028
55914576, 22414723.250732
55914577, 22414731.983052
55914578, 22414740.164481
55914579, 22414748.391598
55914580, 22414756.766349
55914581, 22414765.484321
55914582, 22414773.466765
55914583, 22414782.092607
55914584, 22414790.712031
55914585, 22414798.780563
55914586, 22414806.732423
55914587, 22414815.130962
55914588, 22414824.620710
55914589, 22414831.925773
55914590, 22414840.328087
55914591, 22414848.728514
55914592, 22414856.726816
55914593, 22414865.387773
55914594, 22414873.524271
