Frame Number, Receipt Time, Data Synchronized, Data Processed - General, Data Processed, Delivered To DataStream
55884131, 22161013.418480, 0.000189, 0.000841, 0.000045, 0.000081
55884132, 22161022.268605, 0.000435, 0.000978, 0.000044, 0.000086
55884133, 22161030.239722, 0.000175, 0.000914, 0.000048, 0.000086
55884134, 22161038.956561, 0.000420, 0.001104, 0.000047, 0.000082
55884135, 22161047.984150, 0.000438, 0.000905, 0.000045, 0.000080
55884136, 22161055.410039, 0.000226, 0.001058, 0.000050, 0.000091
55884137, 22161063.733439, 0.000171, 0.000912, 0.000047, 0.000086
55884138, 22161072.171624, 0.000437, 0.000925, 0.000043, 0.000082
55884139, 22161080.303212, 0.000193, 0.000880, 0.000047, 0.000089
55884140, 22161088.489173, 0.000175, 0.000948, 0.000048, 0.000089
55884141, 22161097.258496, 0.000422, 0.000980, 0.000049, 0.000093
55884142, 22161107.053329, 0.000345, 0.000967, 0.000049, 0.000091
55884143, 22161113.539797, 0.000213, 0.000937, 0.000048, 0.000086
55884144, 22161122.624023, 0.000419, 0.001046, 0.000047, 0.000086
55884145, 22161130.492060, 0.000442, 0.000888, 0.000047, 0.000088
55884146, 22161138.684439, 0.000197, 0.001006, 0.000051, 0.000098
55884147, 22161147.498694, 0.000162, 0.000880, 0.000045, 0.000085
55884148, 22161155.629150, 0.000405, 0.000935, 0.000050, 0.000086
55884149, 22161163.509647, 0.000171, 0.000905, 0.000046, 0.000077
55884150, 22161172.644091, 0.000147, 0.000843, 0.000043, 0.000070
55884151, 22161180.585001, 0.000329, 0.000943, 0.000048, 0.000075
55884152, 22161188.696955, 0.000263, 0.000992, 0.000050, 0.000091
55884153, 22161196.722066, 0.000168, 0.000953, 0.000045, 0.000081
55884154, 22161205.433997, 0.000303, 0.000950, 0.000050, 0.000090
55884155, 22161213.612028, 0.000189, 0.000889, 0.000047, 0.000083
55884156, 22161222.397210, 0.000452, 0.001083, 0.000046, 0.000090
55884157, 22161230.475182, 0.000370, 0.000884, 0.000048, 0.000081
55884158, 22161240.199785, 0.000168, 0.000953, 0.000050, 0.000094
55884159, 22161246.723633, 0.000168, 0.000888, 0.000047, 0.000083
55884160, 22161255.281511, 0.000260, 0.000931, 0.000050, 0.000096
55884161, 22161263.448214, 0.000178, 0.000891, 0.000046, 0.000089
55884162, 22161272.162033, 0.000412, 0.000981, 0.000044, 0.000086
55884163, 22161280.549999, 0.000273, 0.000890, 0.000045, 0.000081
55884164, 22161288.544904, 0.000190, 0.000912, 0.000048, 0.000093
55884165, 22161297.222097, 0.000442, 0.000915, 0.000046, 0.000084
55884166, 22161306.239491, 0.000319, 0.000939, 0.000049, 0.000090
55884167, 22161313.416177, 0.000179, 0.000908, 0.000046, 0.000085
55884168, 22161321.626680, 0.000166, 0.000845, 0.000047, 0.000082
55884169, 22161330.461324, 0.000350, 0.001002, 0.000047, 0.000088
55884170, 22161338.446789, 0.000162, 0.000883, 0.000049, 0.000090
55884171, 22161347.003534, 0.000169, 0.000908, 0.000048, 0.000079
55884172, 22161355.301258, 0.000402, 0.000891, 0.000043, 0.000081
55884173, 22161363.512517, 0.000155, 0.000811, 0.000045, 0.000086
55884174, 22161372.338854, 0.000169, 0.000984, 0.000050, 0.000094
55884175, 22161380.431930, 0.000467, 0.000933, 0.000056, 0.000088
55884176, 22161390.108581, 0.000166, 0.000859, 0.000044, 0.000092
55884177, 22161397.561656, 0.000419, 0.001168, 0.000047, 0.000088
55884178, 22161405.641893, 0.000418, 0.000951, 0.000043, 0.000080
55884179, 22161413.721376, 0.000218, 0.000805, 0.000043, 0.000079
55884180, 22161422.198451, 0.000422, 0.001096, 0.000048, 0.000089
55884181, 22161430.443314, 0.000305, 0.000940, 0.000049, 0.000087
55884182, 22161438.662879, 0.000164, 0.000868, 0.000049, 0.000095
55884183, 22161446.809193, 0.000174, 0.000894, 0.000048, 0.000092
55884184, 22161455.463732, 0.000390, 0.000906, 0.000043, 0.000083
55884185, 22161463.503945, 0.000150, 0.000835, 0.000042, 0.000085
55884186, 22161471.682732, 0.000183, 0.000909, 0.000048, 0.000093
55884187, 22161480.103170, 0.000242, 0.000840, 0.000047, 0.000085
55884188, 22161488.446204, 0.000192, 0.000864, 0.000047, 0.000090
55884189, 22161496.874194, 0.000175, 0.000902, 0.000048, 0.000092
55884190, 22161505.479269, 0.000471, 0.000899, 0.000047, 0.000101
55884191, 22161513.490787, 0.000171, 0.000833, 0.000041, 0.000073
55884192, 22161521.680523, 0.000173, 0.000902, 0.000047, 0.000083
55884193, 22161530.620890, 0.000312, 0.000923, 0.000052, 0.000085
55884194, 22161538.999417, 0.000440, 0.001171, 0.000049, 0.000095
55884195, 22161547.168764, 0.000393, 0.000962, 0.000046, 0.000085
55884196, 22161555.550688, 0.000452, 0.000981, 0.000051, 0.000090
55884197, 22161563.414572, 0.000149, 0.000815, 0.000045, 0.000085
55884198, 22161571.729665, 0.000203, 0.000960, 0.000054, 0.000092
55884199, 22161580.460097, 0.000330, 0.000922, 0.000047, 0.000082
55884200, 22161589.931344, 0.000177, 0.000933, 0.000051, 0.000093
55884201, 22161599.342555, 0.000398, 0.000939, 0.000046, 0.000083
55884202, 22161605.386120, 0.000340, 0.000944, 0.000060, 0.000079
55884203, 22161613.236410, 0.000159, 0.000794, 0.000042, 0.000073
55884204, 22161621.789002, 0.000183, 0.000891, 0.000051, 0.000091
55884205, 22161630.434856, 0.000401, 0.000889, 0.000045, 0.000086
55884206, 22161638.747684, 0.000177, 0.000951, 0.000050, 0.000091
55884207, 22161646.636487, 0.000151, 0.000836, 0.000043, 0.000072
55884208, 22161655.224572, 0.000178, 0.000884, 0.000047, 0.000080
55884209, 22161663.434319, 0.000167, 0.000823, 0.000046, 0.000081
55884210, 22161672.077908, 0.000185, 0.000923, 0.000051, 0.000093
55884211, 22161680.227243, 0.000205, 0.000885, 0.000047, 0.000081
55884212, 22161688.686950, 0.000172, 0.000903, 0.000048, 0.000084
