Frame Number, Receipt Time, Data Synchronized, Data Processed - General, Data Processed, Delivered To DataStream
55757516, 21105886.804179, 0.000181, 0.001004, 0.000047, 0.000077
55757517, 21105890.270752, 0.000450, 0.001065, 0.000048, 0.000079
55757518, 21105898.290576, 0.000162, 0.001012, 0.000048, 0.000092
55757519, 21105906.680808, 0.000195, 0.000862, 0.000040, 0.000075
55757520, 21105915.624574, 0.000466, 0.001119, 0.000048, 0.000087
55757521, 21105924.103537, 0.000173, 0.000976, 0.000045, 0.000094
55757522, 21105932.099951, 0.000184, 0.000995, 0.000049, 0.000090
55757523, 21105941.109416, 0.000414, 0.001039, 0.000048, 0.000085
55757524, 21105948.577217, 0.000293, 0.000884, 0.000045, 0.000090
55757525, 21105956.575897, 0.000171, 0.000963, 0.000046, 0.000086
55757526, 21105965.708831, 0.000433, 0.000997, 0.000043, 0.000079
55757527, 21105973.675416, 0.000247, 0.000825, 0.000040, 0.000069
55757528, 21105982.091701, 0.000438, 0.001172, 0.000047, 0.000082
55757529, 21105990.119077, 0.000312, 0.001006, 0.000047, 0.000086
55757530, 21105998.276341, 0.000211, 0.000931, 0.000043, 0.000083
55757531, 21106006.620508, 0.000171, 0.001005, 0.000046, 0.000084
55757532, 21106015.360002, 0.000460, 0.001002, 0.000047, 0.000083
55757533, 21106023.402104, 0.000385, 0.000917, 0.000039, 0.000072
55757534, 21106031.364159, 0.000149, 0.000851, 0.000043, 0.000080
55757535, 21106040.192762, 0.000424, 0.001057, 0.000048, 0.000087
55757536, 21106047.988681, 0.000164, 0.000879, 0.000040, 0.000073
55757537, 21106056.477839, 0.000172, 0.000995, 0.000048, 0.000088
55757538, 21106066.066891, 0.000421, 0.001040, 0.000050, 0.000083
55757539, 21106073.293795, 0.000200, 0.000903, 0.000046, 0.000100
55757540, 21106081.607000, 0.000157, 0.001010, 0.000045, 0.000093
55757541, 21106090.395958, 0.000413, 0.000988, 0.000049, 0.000088
55757542, 21106098.228502, 0.000175, 0.000965, 0.000046, 0.000081
55757543, 21106106.706332, 0.000196, 0.000993, 0.000048, 0.000088
55757544, 21106115.475656, 0.000472, 0.001079, 0.000045, 0.000090
55757545, 21106123.701262, 0.000378, 0.000909, 0.000042, 0.000077
55757546, 21106131.425440, 0.000161, 0.000881, 0.000040, 0.000071
55757547, 21106140.245737, 0.000417, 0.000962, 0.000042, 0.000081
55757548, 21106148.152665, 0.000169, 0.000973, 0.000046, 0.000081
55757549, 21106156.560265, 0.000167, 0.000954, 0.000045, 0.000082
55757550, 21106164.719039, 0.000146, 0.000912, 0.000045, 0.000081
55757551, 21106173.298817, 0.000164, 0.000879, 0.000043, 0.000078
55757552, 21106181.551609, 0.000175, 0.000959, 0.000046, 0.000082
55757553, 21106189.803646, 0.000154, 0.000927, 0.000044, 0.000078
55757554, 21106198.299223, 0.000186, 0.001053, 0.000047, 0.000086
55757555, 21106206.535401, 0.000167, 0.000969, 0.000040, 0.000075
55757556, 21106214.739485, 0.000159, 0.000889, 0.000039, 0.000071
55757557, 21106223.576018, 0.000341, 0.001031, 0.000048, 0.000084
55757558, 21106231.631713, 0.000171, 0.000970, 0.000046, 0.000076
55757559, 21106240.246983, 0.000380, 0.000968, 0.000047, 0.000088
55757560, 21106248.346099, 0.000175, 0.000982, 0.000043, 0.000075
55757561, 21106257.002526, 0.000406, 0.001093, 0.000047, 0.000083
55757562, 21106265.335365, 0.000420, 0.001013, 0.000051, 0.000084
55757563, 21106273.242293, 0.000153, 0.000861, 0.000041, 0.000073
55757564, 21106282.242318, 0.000431, 0.001223, 0.000048, 0.000089
55757565, 21106290.322933, 0.000427, 0.000971, 0.000046, 0.000082
55757566, 21106298.243454, 0.000168, 0.000992, 0.000049, 0.000084
55757567, 21106306.567987, 0.000168, 0.000962, 0.000041, 0.000074
55757568, 21106315.289357, 0.000460, 0.000914, 0.000043, 0.000080
55757569, 21106323.263117, 0.000159, 0.000903, 0.000041, 0.000073
55757570, 21106331.537808, 0.000166, 0.000934, 0.000045, 0.000089
55757571, 21106340.167804, 0.000254, 0.001001, 0.000047, 0.000089
55757572, 21106348.244266, 0.000172, 0.000978, 0.000047, 0.000087
55757573, 21106356.600893, 0.000169, 0.001006, 0.000047, 0.000083
55757574, 21106365.201060, 0.000420, 0.001005, 0.000043, 0.000080
55757575, 21106373.517663, 0.000372, 0.000989, 0.000045, 0.000082
55757576, 21106382.131423, 0.000447, 0.001212, 0.000047, 0.000085
55757577, 21106390.253949, 0.000417, 0.001045, 0.000046, 0.000082
55757578, 21106398.305113, 0.000231, 0.000974, 0.000047, 0.000086
55757579, 21106406.577162, 0.000184, 0.001001, 0.000046, 0.000083
55757580, 21106415.172420, 0.000446, 0.000892, 0.000042, 0.000080
55757581, 21106423.245861, 0.000185, 0.000991, 0.000045, 0.000081
55757582, 21106431.683290, 0.000199, 0.001007, 0.000046, 0.000081
55757583, 21106439.943257, 0.000197, 0.001026, 0.000047, 0.000083
55757584, 21106448.267412, 0.000194, 0.001013, 0.000047, 0.000080
55757585, 21106456.688227, 0.000179, 0.001038, 0.000047, 0.000086
55757586, 21106465.060335, 0.000388, 0.000833, 0.000041, 0.000075
55757587, 21106473.207782, 0.000164, 0.000966, 0.000049, 0.000090
