Frame Number, Timestamp
55790437, 21380302.624529
55790438, 21380302.688717
55790439, 21380302.724588
55790440, 21380302.753284
55790441, 21380302.789532
55790442, 21380303.782193
55790443, 21380303.823349
55790444, 21380303.850912
55790445, 21380303.887915
55790446, 21380303.914724
55790447, 21380308.437013
55790448, 21380317.096461
55790449, 21380325.106846
55790450, 21380333.294316
55790451, 21380342.100642
55790452, 21380350.126508
55790453, 21380358.451041
55790454, 21380366.453874
55790455, 21380374.858454
55790456, 21380383.389901
55790457, 21380391.598138
55790458, 21380400.134494
55790459, 21380408.268348
55790460, 21380416.462615
55790461, 21380425.086192
55790462, 21380433.796235
55790463, 21380444.345853
55790464, 21380458.582175
55790465, 21380458.692428
55790466, 21380470.739156
55790467, 21380475.169316
55790468, 21380483.183100
55790469, 21380491.927125
55790470, 21380500.306407
55790471, 21380508.158585
55790472, 21380516.546551
55790473, 21380525.119532
55790474, 21380533.367416
55790475, 21380542.134851
55790476, 21380549.974947
55790477, 21380558.229627
55790478, 21380566.972897
55790479, 21380575.249477
55790480, 21380583.200582
55790481, 21380592.031828
55790482, 21380600.130189
55790483, 21380608.450946
55790484, 21380617.127384
55790485, 21380625.415292
55790486, 21380633.844414
55790487, 21380642.862941
55790488, 21380650.190659
55790489, 21380658.453268
55790490, 21380666.782709
55790491, 21380675.299808
55790492, 21380683.910547
55790493, 21380692.123694
55790494, 21380699.971719
55790495, 21380708.364971
55790496, 21380716.988170
55790497, 21380725.173375
55790498, 21380733.443536
55790499, 21380741.879833
55790500, 21380750.092224
55790501, 21380758.208709
55790502, 21380766.508321
55790503, 21380775.196087
55790504, 21380783.353729
55790505, 21380791.678261
55790506, 21380800.272387
55790507, 21380808.344317
55790508, 21380817.126101
55790509, 21380825.314704
55790510, 21380833.246552
55790511, 21380841.692288
55790512, 21380850.335122
55790513, 21380858.363253
55790514, 21380866.599809
55790515, 21380875.165238
55790516, 21380883.241323
55790517, 21380892.014422
55790518, 21380900.285715
55790519, 21380908.373882
55790520, 21380916.503583
55790521, 21380924.996516
55790522, 21380933.346724
55790523, 21380941.743375
55790524, 21380949.913477
