Frame Number, Timestamp
55879663, 22123860.026121
55879664, 22123860.081625
55879665, 22123860.104280
55879666, 22123860.120138
55879667, 22123860.135997
55879668, 22123860.151100
55879669, 22123860.166203
55879670, 22123860.185837
55879671, 22123860.206227
55879672, 22123860.222463
55879673, 22123863.064894
55879674, 22123871.589545
55879675, 22123879.687528
55879676, 22123887.978456
55879677, 22123896.573714
55879678, 22123904.605622
55879679, 22123913.274508
55879680, 22123921.310191
55879681, 22123929.672859
55879682, 22123938.280955
55879683, 22123946.669677
55879684, 22123954.731790
55879685, 22123963.257951
55879686, 22123971.800348
55879687, 22123979.567948
55879688, 22123988.339160
55879689, 22123996.392966
55879690, 22124004.558537
55879691, 22124012.932155
55879692, 22124021.457939
55879693, 22124029.607651
55879694, 22124038.373954
55879695, 22124046.651289
55879696, 22124054.572942
55879697, 22124063.547292
55879698, 22124071.463281
55879699, 22124080.195602
55879700, 22124089.067627
55879701, 22124096.289622
55879702, 22124104.608114
55879703, 22124113.446534
55879704, 22124121.447102
55879705, 22124129.608520
55879706, 22124138.372557
55879707, 22124146.312334
55879708, 22124155.111486
55879709, 22124163.388066
55879710, 22124172.010887
55879711, 22124180.198736
55879712, 22124189.969782
55879713, 22124196.269724
55879714, 22124204.459082
55879715, 22124213.528583
55879716, 22124223.357776
55879717, 22124229.730969
55879718, 22124237.991690
55879719, 22124246.280730
55879720, 22124254.424024
55879721, 22124263.405170
55879722, 22124271.482009
55879723, 22124280.316654
55879724, 22124288.514319
55879725, 22124296.752008
55879726, 22124304.644966
55879727, 22124313.447893
55879728, 22124321.304225
55879729, 22124329.775637
55879730, 22124338.054105
55879731, 22124346.498330
55879732, 22124355.475323
55879733, 22124363.231974
55879734, 22124371.348459
55879735, 22124379.629192
55879736, 22124387.938621
55879737, 22124396.257868
55879738, 22124404.720595
55879739, 22124413.028136
55879740, 22124421.324728
55879741, 22124429.759137
55879742, 22124438.046289
55879743, 22124446.316072
55879744, 22124454.905667
55879745, 22124463.017621
55879746, 22124471.350460
55879747, 22124479.722190
55879748, 22124488.373331
55879749, 22124496.472447
55879750, 22124505.765476
55879751, 22124513.524014
55879752, 22124521.871201
55879753, 22124529.731687
55879754, 22124538.394909
55879755, 22124546.416999
55879756, 22124554.823845
55879757, 22124563.304318
55879758, 22124572.054762
55879759, 22124579.788380
55879760, 22124587.908264
55879761, 22124596.443864
55879762, 22124605.465034
55879763, 22124613.406699
55879764, 22124621.504683
55879765, 22124630.268343
55879766, 22124638.275707
55879767, 22124646.628936
55879768, 22124655.875144
55879769, 22124663.510591
55879770, 22124671.599890
55879771, 22124679.865898
55879772, 22124688.046572
55879773, 22124696.605960
55879774, 22124704.751519
55879775, 22124713.453255
55879776, 22124721.747959
55879777, 22124729.927123
55879778, 22124738.349449
55879779, 22124746.482548
55879780, 22124754.739115
55879781, 22124763.463884
55879782, 22124771.910375
55879783, 22124779.710825
55879784, 22124787.881305
55879785, 22124796.735961
55879786, 22124804.658747
55879787, 22124813.391823
55879788, 22124821.654809
55879789, 22124829.903448
55879790, 22124838.909515
55879791, 22124846.272726
55879792, 22124855.275394
55879793, 22124863.406605
55879794, 22124871.441910
55879795, 22124879.816661
55879796, 22124888.336403
55879797, 22124896.847461
55879798, 22124905.135368
55879799, 22124914.438591
55879800, 22124921.835407
55879801, 22124929.740069
55879802, 22124938.011362
55879803, 22124946.354396
55879804, 22124954.572451
55879805, 22124963.104276
55879806, 22124972.137528
55879807, 22124979.707276
55879808, 22124988.110345
55879809, 22124996.358984
55879810, 22125005.176638
55879811, 22125013.087341
55879812, 22125021.611992
55879813, 22125029.791533
55879814, 22125038.449470
55879815, 22125048.394203
55879816, 22125054.663561
55879817, 22125063.312814
55879818, 22125072.051553
55879819, 22125080.404026
55879820, 22125088.273951
55879821, 22125096.431215
55879822, 22125104.619819
55879823, 22125112.967006
55879824, 22125121.971185
55879825, 22125129.709334
55879826, 22125138.292887
55879827, 22125146.374635
55879828, 22125154.961964
55879829, 22125163.129045
55879830, 22125171.473589
55879831, 22125179.790570
55879832, 22125188.002961
55879833, 22125196.447187
55879834, 22125205.012239
55879835, 22125214.161409
55879836, 22125221.611463
55879837, 22125229.811016
55879838, 22125239.181826
55879839, 22125246.896943
55879840, 22125254.853711
55879841, 22125263.437642
55879842, 22125271.676464
55879843, 22125279.622660
55879844, 22125288.007983
55879845, 22125296.226793
55879846, 22125305.164140
55879847, 22125313.177545
55879848, 22125321.760343
55879849, 22125330.465478
55879850, 22125338.704299
55879851, 22125346.649740
55879852, 22125354.634450
55879853, 22125363.102841
55879854, 22125372.540483
55879855, 22125379.518561
55879856, 22125388.163282
55879857, 22125396.369254
55879858, 22125405.225799
55879859, 22125412.993777
55879860, 22125421.665306
55879861, 22125430.882818
55879862, 22125438.471823
55879863, 22125446.644190
55879864, 22125454.586233
55879865, 22125463.327615
55879866, 22125473.048443
55879867, 22125480.935359
55879868, 22125488.292151
55879869, 22125496.577415
55879870, 22125505.511741
55879871, 22125513.365807
55879872, 22125521.564605
55879873, 22125530.122483
55879874, 22125537.905942
55879875, 22125546.417755
55879876, 22125555.051904
55879877, 22125563.539551
55879878, 22125571.356615
55879879, 22125579.464038
55879880, 22125588.109892
55879881, 22125597.182036
55879882, 22125605.020621
55879883, 22125613.328540
55879884, 22125621.292483
55879885, 22125629.598891
55879886, 22125638.448639
55879887, 22125647.064664
55879888, 22125654.778648
55879889, 22125663.547216
55879890, 22125671.379383
55879891, 22125679.663892
55879892, 22125688.452472
55879893, 22125696.290302
55879894, 22125704.756428
55879895, 22125713.027721
55879896, 22125721.982437
55879897, 22125730.206533
55879898, 22125739.455006
55879899, 22125746.532766
55879900, 22125754.668508
55879901, 22125763.440852
55879902, 22125771.930765
55879903, 22125780.172985
55879904, 22125788.332137
55879905, 22125796.615135
55879906, 22125805.331219
55879907, 22125813.362371
55879908, 22125821.772237
55879909, 22125830.328227
55879910, 22125838.401668
55879911, 22125846.338802
55879912, 22125854.683347
55879913, 22125863.306924
55879914, 22125871.174583
55879915, 22125879.858573
55879916, 22125888.245406
55879917, 22125896.402670
55879918, 22125904.643757
55879919, 22125913.422142
55879920, 22125921.527678
55879921, 22125929.645674
55879922, 22125939.333652
55879923, 22125946.514868
55879924, 22125954.751802
55879925, 22125962.897739
55879926, 22125971.242283
55879927, 22125979.657813
55879928, 22125987.984233
55879929, 22125996.485096
55879930, 22126004.654065
55879931, 22126012.999742
55879932, 22126021.246871
55879933, 22126030.458719
55879934, 22126038.413977
55879935, 22126046.733979
55879936, 22126055.184623
55879937, 22126063.325652
55879938, 22126071.313759
55879939, 22126079.697950
55879940, 22126088.235816
55879941, 22126096.639640
55879942, 22126105.208468
55879943, 22126113.485047
55879944, 22126122.101450
55879945, 22126130.449770
55879946, 22126139.347849
55879947, 22126147.223815
55879948, 22126154.754294
55879949, 22126163.397128
55879950, 22126172.081495
55879951, 22126181.998665
55879952, 22126188.901604
55879953, 22126196.801736
55879954, 22126205.165914
55879955, 22126212.972783
55879956, 22126221.286743
55879957, 22126229.693589
55879958, 22126238.789142
55879959, 22126247.369675
55879960, 22126254.625652
55879961, 22126263.290763
55879962, 22126271.544688
55879963, 22126281.205103
55879964, 22126287.968715
55879965, 22126296.600598
55879966, 22126305.140352
55879967, 22126313.338017
55879968, 22126321.495659
55879969, 22126329.697100
55879970, 22126338.709586
55879971, 22126347.265198
55879972, 22126355.276716
55879973, 22126363.194216
55879974, 22126371.503645
55879975, 22126380.064543
55879976, 22126388.559365
55879977, 22126396.459874
55879978, 22126404.675663
55879979, 22126413.259216
55879980, 22126421.637743
55879981, 22126429.702500
55879982, 22126438.263020
55879983, 22126446.572450
55879984, 22126454.753501
55879985, 22126462.859037
55879986, 22126472.102602
55879987, 22126479.859630
55879988, 22126488.611584
55879989, 22126496.458854
55879990, 22126504.864944
55879991, 22126512.948958
55879992, 22126521.498529
55879993, 22126529.682223
55879994, 22126538.280125
55879995, 22126546.953542
55879996, 22126554.772494
55879997, 22126563.470832
55879998, 22126572.095919
55879999, 22126579.614693
55880000, 22126588.730636
55880001, 22126596.841457
55880002, 22126604.519948
55880003, 22126613.413873
55880004, 22126621.664022
55880005, 22126630.090880
55880006, 22126638.464875
55880007, 22126646.394080
55880008, 22126654.703510
55880009, 22126663.180585
55880010, 22126671.399772
55880011, 22126680.159656
55880012, 22126688.282560
55880013, 22126696.672792
55880014, 22126704.500805
55880015, 22126713.149680
55880016, 22126721.266543
55880017, 22126729.754190
55880018, 22126738.035301
55880019, 22126746.513509
55880020, 22126754.512944
55880021, 22126763.477099
55880022, 22126771.442930
55880023, 22126780.269268
55880024, 22126787.929257
55880025, 22126796.541129
55880026, 22126804.466181
55880027, 22126813.324991
55880028, 22126821.809995
55880029, 22126829.645560
55880030, 22126838.581774
55880031, 22126846.461894
55880032, 22126855.093400
55880033, 22126863.036953
55880034, 22126871.403775
55880035, 22126880.193110
55880036, 22126888.439483
55880037, 22126896.441183
55880038, 22126905.053433
55880039, 22126913.448573
55880040, 22126921.508421
55880041, 22126929.479538
55880042, 22126937.951327
55880043, 22126946.352131
55880044, 22126954.687236
55880045, 22126963.396524
55880046, 22126971.697646
55880047, 22126979.673294
55880048, 22126988.354640
55880049, 22126996.300081
55880050, 22127005.255552
55880051, 22127013.007294
55880052, 22127021.206847
55880053, 22127029.743958
55880054, 22127038.303346
55880055, 22127046.359041
55880056, 22127054.610322
55880057, 22127063.553711
55880058, 22127071.449311
55880059, 22127079.754587
55880060, 22127088.192771
55880061, 22127096.525611
55880062, 22127105.362143
55880063, 22127113.395561
55880064, 22127121.862819
55880065, 22127129.706313
55880066, 22127138.119577
55880067, 22127146.352358
55880068, 22127154.827923
55880069, 22127163.067499
55880070, 22127171.953118
55880071, 22127180.110382
55880072, 22127188.202324
55880073, 22127196.457382
55880074, 22127204.848746
55880075, 22127213.764948
55880076, 22127221.453634
55880077, 22127229.716999
55880078, 22127238.306593
55880079, 22127246.495952
55880080, 22127254.772909
55880081, 22127263.422916
55880082, 22127271.443874
55880083, 22127280.270967
55880084, 22127288.447110
55880085, 22127296.346486
55880086, 22127305.419007
55880087, 22127313.302902
55880088, 22127321.588922
55880089, 22127330.247613
55880090, 22127338.045043
55880091, 22127346.576112
55880092, 22127355.254061
55880093, 22127363.493260
55880094, 22127371.322406
