Frame Number, Timestamp
55909756, 22374634.003753
55909757, 22374634.051329
55909758, 22374634.074739
55909759, 22374634.091352
55909760, 22374634.106833
55909761, 22374634.116650
55909762, 22374634.127978
55909763, 22374634.191411
55909764, 22374634.212933
55909765, 22374634.224638
55909766, 22374639.813595
55909767, 22374648.285762
55909768, 22374656.322578
55909769, 22374664.983913
55909770, 22374673.383206
55909771, 22374681.655633
55909772, 22374690.735705
55909773, 22374698.089099
55909774, 22374706.415519
55909775, 22374714.741562
55909776, 22374723.311522
55909777, 22374731.395158
55909778, 22374739.948505
55909779, 22374748.069521
55909780, 22374756.605877
55909781, 22374764.689513
55909782, 22374772.866788
55909783, 22374781.421646
55909784, 22374789.920621
55909785, 22374798.113755
55909786, 22374806.365792
55909787, 22374814.754891
55909788, 22374823.443789
55909789, 22374831.425478
55909790, 22374839.845539
55909791, 22374848.105505
55909792, 22374856.813282
55909793, 22374864.907868
55909794, 22374872.924294
55909795, 22374881.624898
55909796, 22374889.860321
55909797, 22374898.175036
55909798, 22374906.760100
55909799, 22374914.756892
55909800, 22374923.472221
55909801, 22374931.638925
55909802, 22374939.850560
55909803, 22374947.985925
55909804, 22374956.683508
55909805, 22374964.777716
55909806, 22374973.399782
55909807, 22374982.580291
55909808, 22374989.788694
55909809, 22374998.289934
55909810, 22375006.668461
55909811, 22375014.670917
55909812, 22375022.991296
55909813, 22375031.722483
55909814, 22375039.855205
55909815, 22375048.058534
55909816, 22375056.739503
55909817, 22375064.789156
55909818, 22375073.312297
55909819, 22375081.756145
55909820, 22375089.709515
55909821, 22375098.100502
55909822, 22375106.674993
55909823, 22375114.737862
55909824, 22375123.421097
55909825, 22375132.329747
55909826, 22375139.862870
55909827, 22375148.116794
55909828, 22375156.615392
55909829, 22375165.303535
55909830, 22375173.262192
55909831, 22375181.402842
55909832, 22375189.760224
55909833, 22375198.124403
55909834, 22375206.413065
55909835, 22375214.887497
55909836, 22375223.242614
55909837, 22375231.902061
55909838, 22375239.862605
55909839, 22375249.663480
55909840, 22375257.439765
55909841, 22375264.789005
55909842, 22375273.130151
55909843, 22375281.331592
55909844, 22375289.910992
55909845, 22375298.836257
55909846, 22375306.468683
55909847, 22375315.332779
55909848, 22375323.128320
55909849, 22375331.707720
55909850, 22375339.835910
55909851, 22375348.940526
55909852, 22375356.711146
55909853, 22375365.196906
55909854, 22375373.327740
55909855, 22375382.000402
55909856, 22375391.064239
55909857, 22375398.331166
55909858, 22375406.420088
55909859, 22375414.907736
55909860, 22375423.501484
55909861, 22375431.726335
55909862, 22375439.869628
55909863, 22375448.717488
55909864, 22375456.395224
55909865, 22375464.762424
55909866, 22375473.762826
55909867, 22375481.811347
55909868, 22375490.389992
55909869, 22375498.258029
55909870, 22375506.538384
55909871, 22375514.867448
55909872, 22375523.640547
55909873, 22375531.952242
55909874, 22375540.249966
55909875, 22375548.391749
55909876, 22375556.355692
55909877, 22375564.763670
55909878, 22375573.070833
55909879, 22375582.217360
55909880, 22375589.670435
55909881, 22375598.708974
55909882, 22375606.795630
55909883, 22375615.027655
55909884, 22375623.746005
55909885, 22375631.769228
55909886, 22375639.786032
55909887, 22375648.017679
55909888, 22375656.725457
55909889, 22375664.847983
55909890, 22375673.174781
55909891, 22375681.441922
55909892, 22375689.709439
55909893, 22375698.639990
55909894, 22375706.587319
55909895, 22375714.833314
55909896, 22375722.966036
55909897, 22375734.447902
55909898, 22375739.791054
55909899, 22375748.009108
55909900, 22375756.498266
55909901, 22375765.754669
