Frame Number, Receipt Time, Data Synchronized, Data Processed - General, Data Processed, Delivered To DataStream
55927828, 22525163.900443, 0.000283, 0.000859, 0.000046, 0.000076
55927829, 22525165.664880, 0.000165, 0.000931, 0.000052, 0.000085
55927830, 22525174.361708, 0.000340, 0.000872, 0.000047, 0.000083
55927831, 22525182.525391, 0.000342, 0.000839, 0.000044, 0.000083
55927832, 22525190.830667, 0.000211, 0.000907, 0.000047, 0.000080
55927833, 22525198.944509, 0.000164, 0.000875, 0.000045, 0.000079
55927834, 22525207.643980, 0.000413, 0.000913, 0.000047, 0.000079
55927835, 22525215.907344, 0.000209, 0.000960, 0.000052, 0.000088
55927836, 22525224.368939, 0.000410, 0.000889, 0.000047, 0.000081
55927837, 22525232.409530, 0.000199, 0.000826, 0.000046, 0.000079
55927838, 22525240.657036, 0.000173, 0.000891, 0.000048, 0.000081
55927839, 22525249.525663, 0.000470, 0.000949, 0.000052, 0.000098
55927840, 22525258.275352, 0.000186, 0.001012, 0.000076, 0.000086
55927841, 22525265.832262, 0.000177, 0.000954, 0.000052, 0.000096
55927842, 22525274.487933, 0.000440, 0.001053, 0.000049, 0.000094
55927843, 22525282.183793, 0.000163, 0.000829, 0.000044, 0.000074
55927844, 22525290.698627, 0.000192, 0.000915, 0.000049, 0.000085
55927845, 22525299.489472, 0.000446, 0.000982, 0.000046, 0.000080
55927846, 22525307.587833, 0.000295, 0.000874, 0.000049, 0.000083
55927847, 22525315.713758, 0.000179, 0.000905, 0.000051, 0.000089
55927848, 22525324.029229, 0.000185, 0.000893, 0.000049, 0.000086
55927849, 22525332.489313, 0.000251, 0.000821, 0.000045, 0.000080
55927850, 22525340.940335, 0.000183, 0.000972, 0.000052, 0.000089
55927851, 22525349.207098, 0.000207, 0.001023, 0.000055, 0.000104
55927852, 22525357.874474, 0.000257, 0.001041, 0.000055, 0.000098
55927853, 22525365.992847, 0.000194, 0.001018, 0.000055, 0.000101
55927854, 22525374.686654, 0.000462, 0.001087, 0.000053, 0.000098
55927855, 22525382.539588, 0.000276, 0.000859, 0.000046, 0.000082
55927856, 22525390.746693, 0.000170, 0.000916, 0.000048, 0.000085
55927857, 22525399.013833, 0.000170, 0.000871, 0.000046, 0.000080
55927858, 22525407.725386, 0.000398, 0.000946, 0.000051, 0.000091
55927859, 22525415.767488, 0.000171, 0.000910, 0.000047, 0.000083
55927860, 22525424.031230, 0.000170, 0.000861, 0.000048, 0.000078
55927861, 22525432.690677, 0.000317, 0.000985, 0.000049, 0.000087
55927862, 22525440.752036, 0.000207, 0.000910, 0.000047, 0.000082
55927863, 22525450.025430, 0.000334, 0.000913, 0.000059, 0.000094
55927864, 22525458.013160, 0.000384, 0.000893, 0.000049, 0.000081
55927865, 22525465.941232, 0.000178, 0.000966, 0.000046, 0.000085
55927866, 22525474.933328, 0.000155, 0.000818, 0.000043, 0.000072
55927867, 22525482.479288, 0.000283, 0.000915, 0.000052, 0.000094
55927868, 22525490.676953, 0.000187, 0.000888, 0.000047, 0.000085
55927869, 22525499.088330, 0.000176, 0.000854, 0.000049, 0.000096
55927870, 22525507.755706, 0.000235, 0.000904, 0.000048, 0.000087
55927871, 22525516.421194, 0.000462, 0.001169, 0.000062, 0.000095
55927872, 22525524.531261, 0.000384, 0.000908, 0.000047, 0.000083
55927873, 22525532.764796, 0.000412, 0.000883, 0.000048, 0.000085
55927874, 22525540.881282, 0.000191, 0.000904, 0.000047, 0.000080
55927875, 22525549.873378, 0.000461, 0.000978, 0.000053, 0.000096
55927876, 22525557.625875, 0.000333, 0.000890, 0.000057, 0.000080
55927877, 22525565.855634, 0.000191, 0.000956, 0.000049, 0.000093
55927878, 22525574.538114, 0.000427, 0.000923, 0.000040, 0.000070
55927879, 22525582.609289, 0.000283, 0.000832, 0.000046, 0.000083
55927880, 22525591.374459, 0.000438, 0.001096, 0.000048, 0.000085
55927881, 22525598.858496, 0.000167, 0.000848, 0.000045, 0.000086
55927882, 22525607.583265, 0.000175, 0.000920, 0.000047, 0.000081
55927883, 22525616.291420, 0.000227, 0.000991, 0.000052, 0.000092
55927884, 22525623.940459, 0.000146, 0.000794, 0.000042, 0.000070
55927885, 22525632.601794, 0.000212, 0.000959, 0.000055, 0.000096
55927886, 22525640.923306, 0.000164, 0.000885, 0.000047, 0.000080
55927887, 22525649.455131, 0.000398, 0.000948, 0.000053, 0.000087
55927888, 22525657.506295, 0.000175, 0.000886, 0.000048, 0.000083
