Frame Number, Receipt Time, Data Synchronized, Data Processed - General, Data Processed, Delivered To DataStream
55909765, 22374638.863601, 0.000395, 0.000872, 0.000045, 0.000081
55909766, 22374639.880805, 0.000240, 0.000934, 0.000048, 0.000078
55909767, 22374648.368452, 0.000178, 0.001024, 0.000052, 0.000100
55909768, 22374656.446802, 0.000170, 0.000959, 0.000050, 0.000089
55909769, 22374665.107004, 0.000217, 0.001160, 0.000052, 0.000095
55909770, 22374673.483265, 0.000459, 0.001027, 0.000044, 0.000079
55909771, 22374681.763243, 0.000205, 0.001048, 0.000054, 0.000096
55909772, 22374690.858797, 0.000175, 0.001048, 0.000049, 0.000081
55909773, 22374698.195577, 0.000208, 0.001014, 0.000053, 0.000096
55909774, 22374706.533325, 0.000197, 0.001061, 0.000051, 0.000094
55909775, 22374714.879002, 0.000178, 0.001031, 0.000079, 0.000103
55909776, 22374723.467086, 0.000432, 0.000987, 0.000042, 0.000080
55909777, 22374731.503524, 0.000192, 0.000983, 0.000050, 0.000091
55909778, 22374740.036859, 0.000250, 0.001067, 0.000051, 0.000089
55909779, 22374748.225462, 0.000225, 0.001035, 0.000050, 0.000089
55909780, 22374756.703293, 0.000404, 0.000942, 0.000048, 0.000083
55909781, 22374764.801654, 0.000203, 0.000967, 0.000049, 0.000088
55909782, 22374772.941550, 0.000162, 0.000874, 0.000046, 0.000080
55909783, 22374781.508867, 0.000196, 0.000923, 0.000046, 0.000086
55909784, 22374790.011995, 0.000206, 0.000986, 0.000049, 0.000088
55909785, 22374798.233448, 0.000209, 0.001019, 0.000050, 0.000090
55909786, 22374806.459810, 0.000205, 0.000946, 0.000043, 0.000079
55909787, 22374814.887044, 0.000209, 0.000910, 0.000045, 0.000114
55909788, 22374823.593311, 0.000538, 0.000932, 0.000048, 0.000094
55909789, 22374831.565183, 0.000223, 0.001016, 0.000049, 0.000091
55909790, 22374839.935780, 0.000219, 0.000970, 0.000050, 0.000091
55909791, 22374848.263711, 0.000230, 0.000985, 0.000051, 0.000097
55909792, 22374856.895595, 0.000365, 0.000969, 0.000050, 0.000098
55909793, 22374865.080045, 0.000169, 0.001075, 0.000050, 0.000089
55909794, 22374873.026619, 0.000175, 0.000892, 0.000045, 0.000080
55909795, 22374881.772532, 0.000183, 0.001049, 0.000053, 0.000093
55909796, 22374889.987566, 0.000173, 0.000898, 0.000049, 0.000091
55909797, 22374898.353632, 0.000169, 0.001048, 0.000049, 0.000094
55909798, 22374906.896029, 0.000432, 0.001038, 0.000054, 0.000093
55909799, 22374914.944172, 0.000213, 0.001001, 0.000062, 0.000097
55909800, 22374923.619478, 0.000496, 0.001022, 0.000046, 0.000082
55909801, 22374931.734075, 0.000301, 0.000971, 0.000055, 0.000089
55909802, 22374940.009145, 0.000211, 0.000925, 0.000048, 0.000082
55909803, 22374948.098822, 0.000204, 0.000968, 0.000051, 0.000088
55909804, 22374956.795272, 0.000413, 0.001015, 0.000047, 0.000082
55909805, 22374964.874754, 0.000178, 0.001028, 0.000052, 0.000088
55909806, 22374973.503617, 0.000437, 0.001010, 0.000043, 0.000077
55909807, 22374982.726038, 0.000429, 0.001024, 0.000053, 0.000093
55909808, 22374989.935573, 0.000220, 0.000956, 0.000046, 0.000073
